well_id,latitude,longitude,depth,depth_m,yield_rate,status,well_type
NZ-1042,-43.490004165452454,172.5041019513537,137.8453279153266,137.8453279153266,11.072288945316505,Active,Domestic
NZ-1043,-43.52309657085556,171.93766417513245,141.53073555486054,141.53073555486054,9.758204259266945,Active,Monitoring
NZ-1044,-43.308068497669275,172.58396256532333,133.73030980465876,133.73030980465876,15.366792014422808,Active,Monitoring
NZ-1045,-44.07185119690816,173.81716968548858,108.05115995821512,108.05115995821512,4.690851889380058,Active,Irrigation
NZ-1046,-43.64553847946596,172.5676486442975,152.84352861147318,152.84352861147318,16.199588616851358,Active,Irrigation
NZ-1047,-44.85932371995006,172.7791866469712,142.12031136039025,142.12031136039025,5.307180447105758,Active,Stock
NZ-1048,-43.08508993331681,172.76002279122,104.3221969331147,104.3221969331147,5.0288724532986135,Monitoring,Domestic
NZ-1049,-44.34705355262349,170.99101353595023,131.50862402194798,131.50862402194798,4.8371368374784485,Active,Monitoring
NZ-1050,-43.403142830772474,171.48736767713305,162.5220458336035,162.5220458336035,5.052557838977358,Active,Stock
NZ-1051,-43.34029245307504,171.90271242579922,137.3844881402757,137.3844881402757,7.879839763322573,Active,Industrial
NZ-1052,-44.288536472899594,171.2016542750018,185.3922159344196,185.3922159344196,5.236535989053378,Active,Stock
NZ-1053,-42.48076909208636,172.54004798358446,136.32245760800294,136.32245760800294,6.706797051853233,Abandoned,Monitoring
NZ-1054,-43.33279660417209,171.7997755190447,98.488595184615,98.488595184615,4.494594140188023,Active,Domestic
NZ-1055,-42.108815577001494,174.0892322334388,108.8912138130084,108.8912138130084,17.06637968518824,Active,Domestic
NZ-1056,-43.48446489285168,172.57092489344882,154.12741868789405,154.12741868789405,6.320615534730927,Active,Irrigation
NZ-1057,-43.84316635365337,172.51433871635518,40.004302286485284,40.004302286485284,2.864559673041867,Monitoring,Industrial
NZ-1058,-42.04208948877828,172.79689511680786,75.20741533567691,75.20741533567691,6.782566187838822,Abandoned,Stock
NZ-1059,-43.67065936093818,172.09606789586235,41.5040241968699,41.5040241968699,11.364705053480566,Active,Stock
NZ-1060,-43.47150949666402,173.6871445009556,213.6798358267468,213.6798358267468,22.431184127265645,Active,Domestic
NZ-1061,-42.76658823297914,172.99152865406037,57.54299260680987,57.54299260680987,6.186543364590774,Active,Irrigation
NZ-1062,-43.62707394523601,171.40292814297243,147.78711784301305,147.78711784301305,10.121354752497137,Active,Stock
NZ-1063,-44.51635090953601,171.19370219450946,211.11565718987262,211.11565718987262,7.082472976693925,Active,Domestic
NZ-1064,-42.97093076396828,172.62262773214488,72.84561171355345,72.84561171355345,2.454662430281756,Active,Domestic
NZ-1065,-44.359988717325905,171.15436989962421,170.71721659364633,170.71721659364633,3.8546176998700434,Active,Stock
NZ-1066,-43.370844309663404,172.93597485585298,88.56383819343858,88.56383819343858,5.9176571582368425,Active,Domestic
NZ-1067,-43.06027210258264,172.5294655010487,41.98216426184297,41.98216426184297,12.034145105825171,Active,Irrigation
NZ-1068,-43.746793456271085,172.24734852034823,299.5607670353387,299.5607670353387,27.80585576847066,Active,Domestic
NZ-1069,-44.327912152172665,171.0782522565405,133.5209002197801,133.5209002197801,3.2447535719663443,Active,Stock
NZ-1070,-42.66448628417798,172.62592659678717,96.71609076837845,96.71609076837845,2.3121565717660526,Active,Domestic
NZ-1071,-43.68804996937931,171.82101024841248,221.48005700783017,221.48005700783017,2.9107822234096914,Active,Domestic
NZ-1072,-43.35970258318446,171.67647952426282,127.26686574096703,127.26686574096703,8.782948976963818,Abandoned,Domestic
NZ-1073,-43.87355151484466,172.45715505249944,89.71270598515022,89.71270598515022,4.379220040717526,Active,Monitoring
NZ-1074,-43.36171132095821,172.8454380684097,129.92187186435996,129.92187186435996,4.868851722832353,Active,Irrigation
NZ-1075,-44.30477080275475,171.4751104742176,211.88158172277423,211.88158172277423,11.5044138350094,Active,Irrigation
NZ-1076,-44.87652938953271,172.14041283458175,38.37896606521603,38.37896606521603,6.193639840550704,Active,Stock
NZ-1077,-43.136822613017145,172.5321362886707,242.92196413006747,242.92196413006747,17.731849692719365,Abandoned,Domestic
NZ-1078,-44.11618678239311,171.32604351910896,178.64450296587913,178.64450296587913,10.711845741570484,Monitoring,Domestic
NZ-1079,-42.646198064420325,171.73548196014323,141.62717107018307,141.62717107018307,7.959894279060881,Active,Irrigation
NZ-1080,-43.091261910386635,172.68060789607415,140.5533673062782,140.5533673062782,0.9454813297068986,Active,Stock
NZ-1081,-44.19539218635066,171.08248065741594,184.17950756836552,184.17950756836552,18.2179987050462,Active,Domestic
NZ-1082,-42.21250362915957,173.01372415921423,26.68861612170483,26.68861612170483,3.321240268187689,Active,Monitoring
NZ-1083,-42.6662083663264,171.58562463919824,130.62725126555196,130.62725126555196,10.234422968784898,Active,Stock
NZ-1084,-43.908662130787064,172.39428960727076,133.93481242307266,133.93481242307266,6.988807847844662,Active,Domestic
NZ-1085,-43.97836647666915,172.2683481682636,142.03099127215972,142.03099127215972,12.117124486979261,Active,Domestic
NZ-1086,-43.2444065353704,172.64566746855843,134.28838228836614,134.28838228836614,13.882750525249667,Active,Irrigation
NZ-1087,-43.836844711317134,172.41154219570177,95.37502092005626,95.37502092005626,7.962861907632001,Inactive,Stock
NZ-1088,-43.44372275556177,172.6475407228346,52.242893876974286,52.242893876974286,15.240084818192383,Inactive,Irrigation
NZ-1089,-44.69228586247773,174.085123596887,72.94275659983293,72.94275659983293,4.457317197461023,Active,Domestic
NZ-1090,-43.28891477335862,173.008445639432,70.34996940172562,70.34996940172562,2.535448464690855,Inactive,Irrigation
NZ-1091,-43.51691691361299,172.64039398674174,62.249197174754485,62.249197174754485,4.8054768168338535,Active,Irrigation
NZ-1092,-43.77522365148635,173.87513770320427,42.28849527079963,42.28849527079963,10.485134433657215,Active,Domestic
NZ-1093,-43.254198787393605,172.8903209578978,86.40353295001984,86.40353295001984,32.14625498039023,Monitoring,Domestic
NZ-1094,-43.29165362863039,172.49319997773316,100.19320121465583,100.19320121465583,7.31838470039548,Active,Stock
NZ-1095,-43.44200117250145,171.7868336825144,30.741844036839588,30.741844036839588,9.602010249515326,Active,Monitoring
NZ-1096,-43.46837138463258,172.91881259231639,118.04268759395978,118.04268759395978,2.95669926281523,Active,Stock
NZ-1097,-43.986630195320465,171.2894070569318,175.57556804255432,175.57556804255432,16.592630924330678,Active,Stock
NZ-1098,-43.25676915907909,172.7660712984501,54.82239584381523,54.82239584381523,4.58223016434786,Inactive,Monitoring
NZ-1099,-43.82058267545994,172.43396453411236,56.23338547589902,56.23338547589902,8.623872518343633,Active,Domestic
NZ-1100,-43.57359091402146,172.38810775683953,192.2216913072539,192.2216913072539,4.487143679681781,Active,Irrigation
NZ-1101,-43.494841312597195,171.92424253557738,68.6312373025934,68.6312373025934,0.6144849973957761,Inactive,Stock
NZ-1102,-42.66035606607946,172.89100644232045,92.00216328219545,92.00216328219545,3.567960468164945,Active,Stock
NZ-1103,-43.40864983971051,171.6143437920404,129.34568498593637,129.34568498593637,8.652144346801705,Active,Domestic
NZ-1104,-43.55389371528015,171.73057009673684,194.96355328627834,194.96355328627834,21.235277987476763,Active,Domestic
NZ-1105,-42.331944074455684,173.75227023268752,115.27706149667361,115.27706149667361,15.698968397174356,Inactive,Irrigation
NZ-1106,-43.54585908731944,171.91584178080987,36.7382138970557,36.7382138970557,6.623195662588076,Active,Domestic
NZ-1107,-43.864113157874066,171.9966812103121,98.14531139630594,98.14531139630594,2.073303552784599,Active,Stock
NZ-1108,-43.69192998879764,172.21757498734775,101.28426936262466,101.28426936262466,4.657884859791849,Active,Irrigation
NZ-1109,-43.78690960571077,172.16237224576403,104.20841210957924,104.20841210957924,7.450560212087322,Active,Domestic
NZ-1110,-42.574693046977394,173.52884763690693,192.64958576434427,192.64958576434427,10.84791647034074,Active,Monitoring
NZ-1111,-43.86468691088935,172.09332233774572,83.89569765899084,83.89569765899084,9.097789319288006,Active,Stock
NZ-1112,-43.43582526371066,172.57639592212328,123.43725163014514,123.43725163014514,11.42459699534124,Active,Monitoring
NZ-1113,-44.9301620642426,173.2228608017405,102.59709996294448,102.59709996294448,4.910917696458377,Monitoring,Irrigation
NZ-1114,-44.2243794085244,171.00568997620815,233.06227593040617,233.06227593040617,9.023355913307709,Monitoring,Domestic
NZ-1115,-43.615989231610655,171.95992905677886,49.130720310349446,49.130720310349446,10.677565820159346,Active,Domestic
NZ-1116,-44.5205155694061,171.24869613261316,178.89871023429777,178.89871023429777,4.34994857354385,Active,Monitoring
NZ-1117,-42.07974959240211,173.43542024159353,168.42571705221832,168.42571705221832,18.106628904585886,Active,Irrigation
NZ-1118,-43.50083293066409,171.48614728130335,96.44390698402415,96.44390698402415,4.779547019482226,Active,Domestic
NZ-1119,-43.57616047212756,171.89276231972082,96.3476343407574,96.3476343407574,7.083287630513245,Active,Industrial
NZ-1120,-43.96796374163871,171.3521136018506,332.6033550169603,332.6033550169603,7.972757450211882,Active,Stock
NZ-1121,-43.08610224551768,172.65320298289768,86.25672792060229,86.25672792060229,17.78470080524649,Active,Monitoring
NZ-1122,-44.33746899776975,171.17476490110894,126.45187885642032,126.45187885642032,23.1207709671538,Inactive,Irrigation
NZ-1123,-43.29493845680878,172.67073042347337,148.41498332244376,148.41498332244376,7.940939156489527,Active,Stock
NZ-1124,-43.578649598254785,172.50198794050996,92.97613628466799,92.97613628466799,4.702536431021341,Active,Irrigation
NZ-1125,-44.28754799516133,171.3286538513214,200.00990808853783,200.00990808853783,17.25358994440633,Inactive,Stock
NZ-1126,-43.25787800562034,171.85902038280184,177.09372384207097,177.09372384207097,11.841742090626532,Active,Stock
NZ-1127,-42.77385008132707,171.60641531587922,198.54226481931627,198.54226481931627,6.17203639712596,Monitoring,Domestic
NZ-1128,-43.32374276947354,172.94725077231652,111.7239887657083,111.7239887657083,9.159781413253063,Active,Stock
NZ-1129,-44.09283529681543,171.39605044459168,185.37062074888505,185.37062074888505,12.313593007597532,Active,Stock
NZ-1130,-43.944107379868626,171.3141290775013,206.62809826636746,206.62809826636746,22.46174123399523,Active,Irrigation
NZ-1131,-43.91245096675283,172.1774565839406,98.96464692981053,98.96464692981053,4.674617759156906,Active,Domestic
NZ-1132,-42.96051631148656,172.67339390503017,30.12484485460528,30.12484485460528,2.587801967358185,Abandoned,Irrigation
NZ-1133,-43.606952620578085,172.14497322800017,85.86275917888062,85.86275917888062,1.849567256236961,Active,Stock
NZ-1134,-43.4828105474836,172.6043405258925,52.03177508901261,52.03177508901261,17.42449909599434,Active,Industrial
NZ-1135,-43.67014598354436,171.97750861511912,127.98748217247422,127.98748217247422,2.631054460571567,Active,Industrial
NZ-1136,-43.53345564120728,172.21473981374666,83.74242396486193,83.74242396486193,6.90655842325196,Active,Domestic
NZ-1137,-44.93442146152624,173.89314354344705,114.04361179702414,114.04361179702414,4.976945796486644,Active,Stock
NZ-1138,-44.141994634058314,171.1087700479054,156.29442944984723,156.29442944984723,10.337853105820217,Monitoring,Irrigation
NZ-1139,-44.38836847880871,171.1811230722235,176.1279269679884,176.1279269679884,6.857640266106171,Active,Stock
NZ-1140,-43.482226120612836,172.95809818019995,115.58942072062271,115.58942072062271,3.406226142273171,Abandoned,Domestic
NZ-1141,-43.335101031446314,173.0938492243233,92.36017029344819,92.36017029344819,6.043184920465665,Active,Domestic
NZ-1142,-43.98011920637246,171.23020932637408,178.12215694034745,178.12215694034745,4.07894453271744,Active,Monitoring
NZ-1143,-44.126294212549325,171.26816544742223,140.6858919627113,140.6858919627113,22.44189754693295,Inactive,Domestic
NZ-1144,-43.94436470710881,171.37547942909256,198.74567002467168,198.74567002467168,19.730141489242094,Monitoring,Domestic
NZ-1145,-43.413072646330775,172.6355725739022,140.69694474761755,140.69694474761755,32.22797972241236,Monitoring,Domestic
NZ-1146,-43.036352929823494,172.59804143752305,72.28189976533164,72.28189976533164,6.25687119740432,Monitoring,Domestic
NZ-1147,-43.791224420900484,171.2148689965882,226.91337616866167,226.91337616866167,6.127830603651575,Monitoring,Stock
NZ-1148,-44.385864284257096,171.01655337152093,118.60243771729404,118.60243771729404,6.447868836028535,Monitoring,Irrigation
NZ-1149,-43.779837443448166,172.3445309811967,70.70956842189683,70.70956842189683,16.619150273704086,Active,Stock
NZ-1150,-43.58253727298184,172.26352305436092,81.29747712115689,81.29747712115689,6.685455264991304,Active,Irrigation
NZ-1151,-43.32529094006883,172.36344848565275,107.81586939973265,107.81586939973265,2.2975607873940285,Active,Industrial
NZ-1152,-43.50752969816881,171.81934736380904,130.4897978938863,130.4897978938863,9.087401113899396,Monitoring,Irrigation
NZ-1153,-43.92374664611294,172.50108632964617,45.18504753297538,45.18504753297538,3.798847806340518,Monitoring,Stock
NZ-1154,-43.85717359711665,172.5260714480034,89.51869714586606,89.51869714586606,14.39918217633478,Active,Irrigation
NZ-1155,-42.946398625053725,172.71025076714517,66.66805544299262,66.66805544299262,10.29789701634901,Active,Domestic
NZ-1156,-43.339474389626396,172.9408591704954,114.2821049118467,114.2821049118467,15.95019983622174,Active,Domestic
NZ-1157,-43.727403750281916,171.77514956225195,199.98556479286776,199.98556479286776,6.2626595216562695,Active,Stock
NZ-1158,-43.85464319213675,171.2946483634443,387.9600229577504,387.9600229577504,11.463468113310423,Inactive,Stock
NZ-1159,-44.24925999963025,171.1633385642705,240.35286638725776,240.35286638725776,33.416104297889355,Active,Industrial
NZ-1160,-43.3703144185852,172.97752793530753,82.84839487772794,82.84839487772794,19.40880467349885,Active,Irrigation
NZ-1161,-43.02921984330924,173.55413782582377,114.3315322451445,114.3315322451445,4.206271155436894,Active,Irrigation
NZ-1162,-43.63319124513589,172.09010450128264,38.80530476158195,38.80530476158195,1.9242741236292271,Active,Domestic
NZ-1163,-43.64108783204783,172.6500273191928,66.23494682680641,66.23494682680641,3.3941260345526283,Inactive,Irrigation
NZ-1164,-44.02205270589334,171.15516699061106,177.77483681061008,177.77483681061008,2.636363299400851,Active,Stock
NZ-1165,-44.03283268683534,172.47443897378162,120.46953001191989,120.46953001191989,9.38755739239435,Inactive,Domestic
NZ-1166,-43.310178526252294,172.9129769100071,119.3261080081248,119.3261080081248,1.461091621439232,Active,Monitoring
NZ-1167,-43.414516169974235,172.064523097468,89.14872097214086,89.14872097214086,1.9479827981112454,Active,Domestic
NZ-1168,-42.87655404438344,172.6334103577692,119.22251930232379,119.22251930232379,4.936173020407698,Active,Industrial
NZ-1169,-43.567198182042894,172.05375740302472,90.12423307621452,90.12423307621452,7.833237024842645,Active,Monitoring
NZ-1170,-43.84552205323709,172.1879042180931,111.76199496911286,111.76199496911286,2.0576036418127024,Inactive,Irrigation
NZ-1171,-44.32138832307655,173.47217654573157,191.16685684618864,191.16685684618864,5.450956094046643,Active,Stock
NZ-1172,-43.19814867250135,172.76875687398402,49.41769367383269,49.41769367383269,5.538188214409264,Active,Domestic
NZ-1173,-43.1060854986702,172.95188210826632,112.37732478003204,112.37732478003204,3.32518827851971,Active,Industrial
NZ-1174,-44.6226807423298,173.21603366214276,45.778821388608684,45.778821388608684,9.958753161560502,Abandoned,Domestic
NZ-1175,-44.7196710518475,173.3036164513862,71.40048069304707,71.40048069304707,3.1016910778191114,Inactive,Domestic
NZ-1176,-43.41803360284368,171.55784502451016,113.33517430047989,113.33517430047989,8.197081396476287,Monitoring,Domestic
NZ-1177,-44.164975966000526,171.49357547150262,171.99344516533418,171.99344516533418,0.7491023307965686,Active,Industrial
NZ-1178,-43.30173527816124,172.95104168510528,205.2228237849215,205.2228237849215,5.880049716229075,Abandoned,Domestic
NZ-1179,-44.110157898637176,171.17079076684286,235.98207553744564,235.98207553744564,10.556894832216642,Active,Stock
NZ-1180,-44.4269687177429,171.12597113346834,86.74481343175555,86.74481343175555,15.819616913642044,Active,Domestic
NZ-1181,-42.76618873850957,171.5137404509057,173.60016109383585,173.60016109383585,10.902227114945823,Active,Irrigation
NZ-1182,-43.227078878528744,171.64013215663815,140.0867632678469,140.0867632678469,1.291082498919576,Active,Stock
NZ-1183,-43.528720548832865,172.01442665604333,94.69074475806595,94.69074475806595,7.7706241401088425,Inactive,Monitoring
NZ-1184,-42.614223799647135,173.50069130892118,89.12567482213424,89.12567482213424,4.10907021875128,Active,Irrigation
NZ-1185,-42.105169397420255,173.05351623203597,64.34107293627176,64.34107293627176,3.9333961515165465,Monitoring,Domestic
NZ-1186,-43.52430177060967,172.32658908331692,133.31067495490595,133.31067495490595,3.4538614359903748,Active,Industrial
NZ-1187,-43.38341139231495,174.02806648345964,85.48606366639234,85.48606366639234,4.857675495025538,Active,Stock
NZ-1188,-44.3838854524712,172.98936386469347,31.356422375809167,31.356422375809167,2.3619790072993436,Abandoned,Domestic
NZ-1189,-42.94689431342434,174.08163677579023,173.69110247251515,173.69110247251515,3.9283222583508888,Active,Irrigation
NZ-1190,-43.585118386730336,172.54915767392853,138.5657723650698,138.5657723650698,0.3487772865516552,Inactive,Irrigation
NZ-1191,-44.4481324645377,172.23387805263187,139.79993089940993,139.79993089940993,8.754175361471733,Active,Irrigation
NZ-1192,-43.3002642319272,172.89433797368716,92.6784528188196,92.6784528188196,4.575830312829403,Active,Domestic
NZ-1193,-44.30839562720137,174.05822126473015,111.30522745149514,111.30522745149514,5.212754820523108,Active,Irrigation
NZ-1194,-42.49892875178115,171.4248477423527,215.69865280014403,215.69865280014403,5.099477129413968,Active,Irrigation
NZ-1195,-44.34049321303064,171.12148142902103,49.41976039112376,49.41976039112376,2.9848043121058074,Active,Irrigation
NZ-1196,-42.50938526172223,171.24587904688696,273.78297610560327,273.78297610560327,31.228510268791158,Inactive,Stock
NZ-1197,-43.90494272342987,172.10238425484644,100.79952084340731,100.79952084340731,10.544021717679728,Active,Domestic
NZ-1198,-44.77762395186259,173.27957016418804,67.00793578497783,67.00793578497783,1.1353311231185714,Monitoring,Stock
NZ-1199,-44.476413296397595,171.65292800600224,95.950263392415,95.950263392415,10.913643338674623,Active,Domestic
NZ-1200,-43.22285605353321,172.56832574610073,162.2156990036333,162.2156990036333,7.358126678451822,Monitoring,Stock
NZ-1201,-43.861172917330975,172.3905959821633,95.01064434519522,95.01064434519522,4.23840350096254,Active,Irrigation
NZ-1202,-43.7501056023145,172.3251180400159,121.39178398418818,121.39178398418818,6.1405765098958405,Active,Irrigation
NZ-1203,-43.20531368212613,172.41829421631562,31.935884536091624,31.935884536091624,3.552709756721913,Active,Irrigation
NZ-1204,-43.01766293676558,172.73519272813124,105.29925364066389,105.29925364066389,6.742246410300476,Active,Monitoring
NZ-1205,-44.04645826949907,171.36392054095745,234.15825782617486,234.15825782617486,13.162304187322183,Inactive,Domestic
NZ-1206,-43.44507186649144,172.48840284774778,89.67128785111444,89.67128785111444,4.572910862715855,Monitoring,Stock
NZ-1207,-42.93914874413353,173.15693919950527,147.93422135818977,147.93422135818977,9.153223276035092,Inactive,Stock
NZ-1208,-44.35219919798717,171.1771269053543,220.8673589058863,220.8673589058863,9.43718234840578,Active,Irrigation
NZ-1209,-43.579449588381706,172.73762577285973,170.81642296324375,170.81642296324375,21.98437283880007,Active,Stock
NZ-1210,-43.85080746867286,172.33699770800595,53.230516898482904,53.230516898482904,9.140388792558502,Active,Irrigation
NZ-1211,-43.6399352180703,171.9874225602176,163.8027744192716,163.8027744192716,2.4436361435208145,Active,Stock
NZ-1212,-43.52779676117522,172.54645919627993,70.70133272192211,70.70133272192211,3.976435286303562,Active,Irrigation
NZ-1213,-42.97048534579563,171.82750982938066,318.63814821540444,318.63814821540444,18.041993294898266,Monitoring,Irrigation
NZ-1214,-44.800825162597,171.30625278773192,224.1095126692519,224.1095126692519,12.29228060718776,Active,Irrigation
NZ-1215,-42.87485990083132,172.63645087662715,60.04721134608406,60.04721134608406,5.447440148181715,Monitoring,Industrial
NZ-1216,-43.61094492668568,171.9115412951656,186.13458554434752,186.13458554434752,23.281936142359804,Active,Monitoring
NZ-1217,-43.753339887034365,172.47818727742546,32.15877986293811,32.15877986293811,2.8373752812701456,Active,Domestic
NZ-1218,-43.21122085494223,172.60461984673154,130.78818405135294,130.78818405135294,10.908423055150578,Active,Monitoring
NZ-1219,-43.6169613064648,171.8629215721738,175.3473270177973,175.3473270177973,3.376324229912151,Active,Stock
NZ-1220,-43.5426165429341,172.44115210784554,16.11147129030832,16.11147129030832,1.8131866171583297,Active,Stock
NZ-1221,-43.061134531198576,174.00044386325035,115.08701406938869,115.08701406938869,4.9584705147471295,Active,Monitoring
NZ-1222,-44.283361400451476,171.94644917838588,129.48166635167405,129.48166635167405,15.128978236241984,Active,Domestic
NZ-1223,-43.340808746342645,172.50480568347658,52.49943269831718,52.49943269831718,9.163378602017438,Active,Industrial
NZ-1224,-43.865213247875396,172.5072679212033,97.57612069772998,97.57612069772998,1.5728192551052895,Abandoned,Irrigation
NZ-1225,-44.14406836479086,171.19529057813875,228.35701300848433,228.35701300848433,15.94133202870418,Active,Domestic
NZ-1226,-43.53414491790929,172.55058715117931,71.82607451554715,71.82607451554715,7.395804255817908,Active,Monitoring
NZ-1227,-43.158827519749934,171.68453504976046,165.88927904411318,165.88927904411318,3.1309228399695987,Active,Domestic
NZ-1228,-43.32573183807446,172.89446051850413,209.89447190269232,209.89447190269232,16.95446263493603,Active,Monitoring
NZ-1229,-43.654280367209125,171.2864697326628,396.30021058180535,396.30021058180535,5.757711527570855,Active,Stock
NZ-1230,-43.46485331279838,171.52081768095434,169.6066330465357,169.6066330465357,7.7218499822021025,Monitoring,Domestic
NZ-1231,-43.33186875517566,172.687164611511,65.01390249861372,65.01390249861372,5.240711055961958,Active,Monitoring
NZ-1232,-43.512212693680986,172.5462158371758,70.87580076726516,70.87580076726516,6.884433175506173,Monitoring,Irrigation
NZ-1233,-43.817636909702756,172.86073638249192,118.49695596611713,118.49695596611713,5.733934700261507,Active,Stock
NZ-1234,-43.70673056248915,172.3658804346388,76.0451702476027,76.0451702476027,4.986665975416388,Inactive,Stock
NZ-1235,-44.12093005934076,171.27419802808527,96.04785344102565,96.04785344102565,7.4890585361431095,Active,Industrial
NZ-1236,-43.633684438662556,172.2970843503413,169.90257448295108,169.90257448295108,8.426233047048886,Active,Irrigation
NZ-1237,-43.508411597707315,172.1432604142274,103.3475319955522,103.3475319955522,5.887398872474108,Inactive,Monitoring
NZ-1238,-43.62306792609632,172.10583275234998,109.32412087548457,109.32412087548457,12.581079056681872,Active,Irrigation
NZ-1239,-43.416082254479605,171.61212851700782,242.44852862222848,242.44852862222848,21.051995036293352,Active,Domestic
NZ-1240,-43.44656023516428,172.51642838832905,30.238147850328588,30.238147850328588,9.362495630247706,Monitoring,Irrigation
NZ-1241,-42.09468518595453,173.0330264148872,175.69836585134232,175.69836585134232,2.2303984396006413,Active,Domestic
NZ-1242,-44.01844760683231,171.26247952662288,220.26314931125884,220.26314931125884,20.460036836399848,Active,Irrigation
NZ-1243,-43.17901279326293,172.79389786295968,47.21929362183267,47.21929362183267,4.456001721671282,Active,Irrigation
